"","ID","LATITUDE","LONGITUDE","ELEMENT","FIRSTYEAR","LASTYEAR","STATE","STATE_NAME"
"4243","USC00406012",35.9331,-88.7272,"TMAX",1883,2025,"TN","TENNESSEE"
"4193","USC00401480",36.2456,-85.945,"TMAX",1890,2025,"TN","TENNESSEE"
"4198","USC00401790",36.5467,-87.355,"TMAX",1890,2025,"TN","TENNESSEE"
"4221","USC00403679",36.1056,-82.8436,"TMAX",1890,2025,"TN","TENNESSEE"
"4234","USC00405187",35.4139,-86.8086,"TMAX",1890,2025,"TN","TENNESSEE"
"4253","USC00406371",35.9203,-86.3728,"TMAX",1890,2025,"TN","TENNESSEE"
"4217","USC00403280",35.9414,-86.8689,"TMAX",1893,2025,"TN","TENNESSEE"
"4257","USC00406534",35.9833,-83.2008,"TMAX",1893,2025,"TN","TENNESSEE"
"4288","USC00409502",35.3042,-87.7592,"TMAX",1893,2025,"TN","TENNESSEE"
"4189","USC00400876",35.265,-88.9889,"TMAX",1894,2025,"TN","TENNESSEE"
"4241","USC00405882",35.6722,-85.7811,"TMAX",1894,2025,"TN","TENNESSEE"
"4190","USC00401145",35.5908,-89.2597,"TMAX",1895,2025,"TN","TENNESSEE"
"4212","USC00402806",36.3539,-82.2486,"TMAX",1895,2025,"TN","TENNESSEE"
"4222","USC00404223",35.5567,-87.5414,"TMAX",1895,2024,"TN","TENNESSEE"
"4224","USC00404561",35.6214,-88.8456,"TMAX",1895,2025,"TN","TENNESSEE"
"4370","USC00413257",30.8272,-100.1103,"TMAX",1877,2025,"TX","TEXAS"
"6495","USW00013972",32.3586,-95.4039,"TMAX",1883,2025,"TX","TEXAS"
"4318","USC00411017",31.1444,-99.3492,"TMAX",1893,2024,"TX","TEXAS"
"4323","USC00411138",31.7228,-99.0142,"TMAX",1893,2025,"TX","TEXAS"
"4348","USC00412019",32.1225,-96.4867,"TMAX",1893,2025,"TX","TEXAS"
"4352","USC00412121",33.6608,-101.2778,"TMAX",1893,2025,"TX","TEXAS"
"4389","USC00413873",29.4706,-96.9397,"TMAX",1893,2025,"TX","TEXAS"
"4394","USC00413992",33.1644,-99.7389,"TMAX",1893,2025,"TX","TEXAS"
"4430","USC00415618",32.4892,-94.3289,"TMAX",1893,2025,"TX","TEXAS"
"4502","USC00418728",29.6197,-95.6575,"TMAX",1893,2025,"TX","TEXAS"
"4503","USC00418743",33.1481,-95.6269,"TMAX",1893,2025,"TX","TEXAS"
"4483","USC00417706",30.0239,-100.2119,"TMAX",1894,2024,"TX","TEXAS"
"4491","USC00417983",29.8833,-97.9494,"TMAX",1895,2025,"TX","TEXAS"
"4325","USC00411250",30.7586,-98.2339,"TMAX",1896,2025,"TX","TEXAS"
"4356","USC00412266",29.0661,-96.2583,"TMAX",1896,2025,"TX","TEXAS"
"975","MQW00022701",28.2,-177.3833,"TMAX",1949,2025,"UM","U.S. MINOR OUTLYING ISLANDS"
"7398","WQW00041606",19.2833,166.65,"TMAX",1949,2025,"UM","U.S. MINOR OUTLYING ISLANDS"
"4570","USC00422996",40.2842,-109.8611,"TMAX",1887,2025,"UT","UTAH"
"4557","USC00422101",39.2875,-112.6514,"TMAX",1893,2025,"UT","UTAH"
"4568","USC00422828",38.9603,-112.3239,"TMAX",1893,2025,"UT","UTAH"
"4589","USC00425148",38.4061,-111.6422,"TMAX",1893,2025,"UT","UTAH"
"4591","USC00425186",41.7456,-111.8033,"TMAX",1893,2024,"UT","UTAH"
"4594","USC00425402",39.2583,-111.6308,"TMAX",1893,2025,"UT","UTAH"
"4596","USC00425733",38.5744,-109.5458,"TMAX",1893,2024,"UT","UTAH"
"4614","USC00426686",37.8831,-112.7711,"TMAX",1893,2025,"UT","UTAH"
"4620","USC00427165",41.6608,-111.1869,"TMAX",1893,2025,"UT","UTAH"
"4621","USC00427260",38.7617,-112.0778,"TMAX",1893,2024,"UT","UTAH"
"4625","USC00427516",37.1189,-113.6067,"TMAX",1893,2025,"UT","UTAH"
"4640","USC00429111",40.44,-109.5356,"TMAX",1894,2024,"UT","UTAH"
"4587","USC00425065",39.5608,-111.8653,"TMAX",1895,2025,"UT","UTAH"
"4628","USC00427714",39.2453,-112.1067,"TMAX",1895,2025,"UT","UTAH"
"4635","USC00428771",40.5353,-112.3217,"TMAX",1896,2025,"UT","UTAH"
"4710","USC00444876",37.7767,-79.4386,"TMAX",1889,2024,"VA","VIRGINIA"
"4678","USC00440327",37.7553,-77.485,"TMAX",1893,2025,"VA","VIRGINIA"
"4684","USC00441593",38.0328,-78.5225,"TMAX",1893,2025,"VA","VIRGINIA"
"4694","USC00442208",38.4547,-78.9353,"TMAX",1893,2025,"VA","VIRGINIA"
"4697","USC00442790",36.6983,-77.5597,"TMAX",1893,2025,"VA","VIRGINIA"
"4705","USC00444128",37.9994,-79.8322,"TMAX",1893,2025,"VA","VIRGINIA"
"4739","USC00448062",38.1814,-79.0903,"TMAX",1893,2025,"VA","VIRGINIA"
"4748","USC00448894",37.9881,-76.7769,"TMAX",1893,2025,"VA","VIRGINIA"
"4754","USC00449301",36.9364,-81.062,"TMAX",1893,2025,"VA","VIRGINIA"
"4733","USC00447338",36.9769,-79.8961,"TMAX",1894,2025,"VA","VIRGINIA"
"4734","USC00447506",36.8894,-81.7711,"TMAX",1894,2025,"VA","VIRGINIA"
"4682","USC00441209",37.0908,-81.3364,"TMAX",1896,2025,"VA","VIRGINIA"
"4711","USC00444909",39.1422,-77.7094,"TMAX",1900,2025,"VA","VIRGINIA"
"4701","USC00443272",36.6544,-80.9172,"TMAX",1907,2025,"VA","VIRGINIA"
"4752","USC00449186",39.1083,-78.1525,"TMAX",1912,2024,"VA","VIRGINIA"
"7396","VQW00011624",17.6997,-64.8125,"TMAX",1951,2025,"VI","VIRGIN ISLANDS"
"7397","VQW00011640",18.3364,-64.98,"TMAX",1953,2025,"VI","VIRGIN ISLANDS"
"7395","VQC00671740",17.7469,-64.7014,"TMAX",1972,2025,"VI","VIRGIN ISLANDS"
"7394","VQC00670819",18.3539,-65.0172,"TMAX",2022,2025,"VI","VIRGIN ISLANDS"
"4673","USC00439984",43.6303,-72.5072,"TMAX",1892,2025,"VT","VERMONT"
"4651","USC00431580",43.9572,-73.2106,"TMAX",1894,2025,"VT","VERMONT"
"4666","USC00437054",44.42,-72.0194,"TMAX",1894,2025,"VT","VERMONT"
"4665","USC00436995",43.6253,-72.9781,"TMAX",1916,2025,"VT","VERMONT"
"6536","USW00014742",44.4683,-73.15,"TMAX",1940,2025,"VT","VERMONT"
"7311","USW00094705",44.205,-72.5656,"TMAX",1948,2025,"VT","VERMONT"
"4670","USC00438556",43.7917,-72.2578,"TMAX",1951,2025,"VT","VERMONT"
"4659","USC00435416",44.5247,-72.8153,"TMAX",1954,2025,"VT","VERMONT"
"4658","USC00435376",44.5328,-72.6153,"TMAX",1962,2025,"VT","VERMONT"
"4663","USC00436335",43.2628,-72.9056,"TMAX",1964,2025,"VT","VERMONT"
"4667","USC00437607",44.6258,-73.3031,"TMAX",1969,2024,"VT","VERMONT"
"4668","USC00437612",44.0725,-72.9736,"TMAX",1981,2025,"VT","VERMONT"
"4654","USC00434120",44.8128,-71.8903,"TMAX",1990,2025,"VT","VERMONT"
"4652","USC00432314",44.6425,-71.8908,"TMAX",1993,2025,"VT","VERMONT"
"7019","USW00054740",43.3422,-72.5214,"TMAX",1996,2025,"VT","VERMONT"
"6801","USW00024157",47.6217,-117.5281,"TMAX",1889,2025,"WA","WASHINGTON"
"4760","USC00451350",47.8342,-120.0003,"TMAX",1890,2025,"WA","WASHINGTON"
"4828","USC00458773",45.6775,-122.6514,"TMAX",1891,2024,"WA","WASHINGTON"
"4831","USC00459238",47.7681,-118.7239,"TMAX",1892,2025,"WA","WASHINGTON"
"4770","USC00452007",47.6636,-118.1614,"TMAX",1893,2025,"WA","WASHINGTON"
"4771","USC00452030",46.3153,-118.0022,"TMAX",1893,2025,"WA","WASHINGTON"
"4774","USC00452505",46.9692,-120.54,"TMAX",1893,2025,"WA","WASHINGTON"
"4811","USC00457180",47.2344,-117.3636,"TMAX",1893,2025,"WA","WASHINGTON"
"4777","USC00452675",47.9753,-122.195,"TMAX",1894,2025,"WA","WASHINGTON"
"4782","USC00454154",46.2111,-119.1011,"TMAX",1894,2025,"WA","WASHINGTON"
"4775","USC00452531",47.0092,-123.4008,"TMAX",1896,2024,"WA","WASHINGTON"
"4815","USC00457507",48.4961,-122.235,"TMAX",1896,2024,"WA","WASHINGTON"
"4757","USC00450872",47.5689,-122.6828,"TMAX",1899,2025,"WA","WASHINGTON"
"4763","USC00451504",47.1889,-120.9131,"TMAX",1899,2025,"WA","WASHINGTON"
"4764","USC00451630",48.5678,-117.9356,"TMAX",1899,2025,"WA","WASHINGTON"
"6600","USW00014898",44.4986,-88.1111,"TMAX",1886,2025,"WI","WISCONSIN"
"4893","USC00470265",44.2769,-88.4378,"TMAX",1893,2025,"WI","WISCONSIN"
"4898","USC00470516",43.4583,-89.7269,"TMAX",1893,2025,"WI","WISCONSIN"
"4900","USC00470645",43.4428,-88.8453,"TMAX",1893,2025,"WI","WISCONSIN"
"4902","USC00470696",42.5039,-89.0311,"TMAX",1893,2025,"WI","WISCONSIN"
"4931","USC00472839",43.7953,-88.4533,"TMAX",1893,2025,"WI","WISCONSIN"
"4947","USC00473511",46.0003,-91.5075,"TMAX",1893,2024,"WI","WISCONSIN"
"4960","USC00474482",43.0803,-88.8967,"TMAX",1893,2025,"WI","WISCONSIN"
"4961","USC00474546",42.8278,-90.7889,"TMAX",1893,2025,"WI","WISCONSIN"
"4965","USC00475017",44.0869,-87.6522,"TMAX",1893,2025,"WI","WISCONSIN"
"4971","USC00475255",45.1308,-90.3439,"TMAX",1893,2024,"WI","WISCONSIN"
"4980","USC00475808",44.5378,-90.535,"TMAX",1893,2025,"WI","WISCONSIN"
"4982","USC00476200",43.1003,-88.5036,"TMAX",1893,2025,"WI","WISCONSIN"
"4983","USC00476208",44.8919,-87.955,"TMAX",1893,2025,"WI","WISCONSIN"
"4984","USC00476330",44.0206,-88.5578,"TMAX",1893,2025,"WI","WISCONSIN"
"6416","USW00013736",39.6497,-79.9206,"TMAX",1877,2025,"WV","WEST VIRGINIA"
"4838","USC00461220",38.9803,-80.22,"TMAX",1891,2025,"WV","WEST VIRGINIA"
"4850","USC00463544",38.9339,-80.8317,"TMAX",1891,2025,"WV","WEST VIRGINIA"
"4875","USC00467730",39.3389,-78.7711,"TMAX",1891,2025,"WV","WEST VIRGINIA"
"4867","USC00466442",40.5261,-80.6275,"TMAX",1892,2025,"WV","WEST VIRGINIA"
"4880","USC00468384",38.8008,-81.3583,"TMAX",1892,2025,"WV","WEST VIRGINIA"
"4859","USC00465563",38.1025,-81.8464,"TMAX",1894,2025,"WV","WEST VIRGINIA"
"4887","USC00469522",37.7883,-80.3083,"TMAX",1895,2025,"WV","WEST VIRGINIA"
"4836","USC00460580",37.7647,-81.1942,"TMAX",1896,2025,"WV","WEST VIRGINIA"
"4856","USC00465224",37.8567,-80.4042,"TMAX",1900,2025,"WV","WEST VIRGINIA"
"4857","USC00465353",37.8664,-81.9844,"TMAX",1901,2025,"WV","WEST VIRGINIA"
"4835","USC00460527",39.2728,-79.3683,"TMAX",1902,2025,"WV","WEST VIRGINIA"
"4848","USC00462920",39.4583,-80.1353,"TMAX",1905,2025,"WV","WEST VIRGINIA"
"4843","USC00461677",39.2681,-80.3522,"TMAX",1922,2025,"WV","WEST VIRGINIA"
"6412","USW00013729",38.89,-79.8556,"TMAX",1926,2025,"WV","WEST VIRGINIA"
"5057","USC00481816",44.5781,-106.4472,"TMAX",1881,2025,"WY","WYOMING"
"5085","USC00485355",44.8956,-110.2342,"TMAX",1881,2025,"WY","WYOMING"
"5094","USC00486120",41.8994,-106.2056,"TMAX",1881,2025,"WY","WYOMING"
"5070","USC00483100",41.2625,-110.9456,"TMAX",1890,2024,"WY","WYOMING"
"5055","USC00481736",41.3975,-110.0883,"TMAX",1891,2024,"WY","WYOMING"
"5136","USC00489905",44.9767,-110.6964,"TMAX",1894,2024,"WY","WYOMING"
"5076","USC00484065",41.5167,-109.4703,"TMAX",1897,2025,"WY","WYOMING"
"5092","USC00485770",44.8378,-108.4039,"TMAX",1897,2024,"WY","WYOMING"
"5130","USC00489459",41.6717,-107.9783,"TMAX",1897,2025,"WY","WYOMING"
"5040","USC00480540",44.3797,-108.035,"TMAX",1898,2025,"WY","WYOMING"
"5125","USC00488875",43.6483,-108.2036,"TMAX",1899,2025,"WY","WYOMING"
"5054","USC00481730",41.7589,-104.8228,"TMAX",1900,2024,"WY","WYOMING"
"5082","USC00485055",43.7144,-106.6378,"TMAX",1900,2025,"WY","WYOMING"
"5074","USC00483855",44.2667,-105.4489,"TMAX",1902,2025,"WY","WYOMING"
"5083","USC00485105",41.8181,-110.5333,"TMAX",1902,2024,"WY","WYOMING"
"195","CA002101300",60.7167,-135.0667,"TMAX",1942,2025,"YT","YUKON TERRITORY"
"183","CA002100630",60.7667,-137.5833,"TMAX",1944,2024,"YT","YUKON TERRITORY"
"184","CA002100636",69.5667,-138.9167,"TMAX",1974,2024,"YT","YUKON TERRITORY"
"181","CA002100402",64.05,-139.1333,"TMAX",1976,2025,"YT","YUKON TERRITORY"
"190","CA002100840",61.0333,-137.05,"TMAX",1980,2024,"YT","YUKON TERRITORY"
"182","CA002100518",62.2,-133.3833,"TMAX",1992,2024,"YT","YUKON TERRITORY"
"193","CA002101102",60.1667,-132.7333,"TMAX",1992,2024,"YT","YUKON TERRITORY"
"186","CA002100682",69.6167,-140.2,"TMAX",1994,2024,"YT","YUKON TERRITORY"
"185","CA002100660",69.1667,-140.15,"TMAX",1995,2024,"YT","YUKON TERRITORY"
"189","CA002100805",67.5667,-139.8333,"TMAX",1995,2024,"YT","YUKON TERRITORY"
"191","CA002100935",66.9833,-136.2167,"TMAX",1995,2024,"YT","YUKON TERRITORY"
"192","CA002100LRP",64.05,-139.1333,"TMAX",1995,2024,"YT","YUKON TERRITORY"
"188","CA002100697",68.8,-140.85,"TMAX",1997,2024,"YT","YUKON TERRITORY"
"187","CA002100693",63.25,-130.0333,"TMAX",1998,2025,"YT","YUKON TERRITORY"
"180","CA002100301",62.1167,-136.2,"TMAX",1999,2024,"YT","YUKON TERRITORY"
